10842:17,302,654,76,616,58,8,866,84,29
10843:17,302,654,616,58,8,518,29,84,542
10844:76,70,542,654,616,138,1462,302,101,1023
10845:10770,9289,3672,5545,13667,1495,65072,14117,61664,40137
10854:13566,54897,51617,78928,23368,45662,41850,16689,115551,53706
10858:17,616,8,654,58,302,84,61,542,518
10871:17,58,302,654,616,45,29,8,542,650
10892:6,17,9318,65,11861,674,1703,387,194,6759
10905:17,302,654,76,616,58,8,866,84,29
10908:17,518,84,302,616,654,58,508,564,15
10913:22926,12869,20118,12306,46072,27944,840,31000,1347,81383
10920:302,616,654,58,8,518,84,29,76,61
10955:17,48,1187,302,2162,84,354,875,1119,654
10956:302,654,84,616,58,518,1102,76,736,101
10968:616,17,654,58,302,542,564,8,518,861
10991:17,81,616,302,76,654,70,58,8,542
10999:17,654,616,58,84,76,29,564,518,542
11000:17,780,302,262,76,70,654,5767,58,3423
11022:302,654,616,58,84,8,76,354,542,29
11034:17,654,58,29,76,84,8,518,564,1102
11037:311,11855,1011,17486,9435,4625,76,8867,8772,203
11047:8,17,1359,6243,1127,15,908,302,616,654
11055:17,302,654,76,616,58,8,866,84,29
11099:17,654,302,616,58,542,29,8,650,15
11105:302,654,616,8,518,29,650,76,354,736
11110:17,2139,508,58,70,61,76,873,8,358
11118:2904,16029,95747,3137,43864,1991,15116,19749,82688,32331
11132:17,508,245,94,76,4755,564,710,70,58
11134:17,76,616,8,654,58,70,302,564,226
11135:17,616,654,58,302,8,518,15,84,289
11149:302,654,8,58,616,518,354,736,650,76
11150:5975,5319,17316,4040,1337,6311,7926,14814,13341,8772
11193:17,76,429,302,58,8,70,508,873,564
11211:9843,16406,11582,88782,8496,32042,113297,3288,46911,9662
11222:19544,34240,899,50369,76,96442,2139,15,17,14297
11228:441,17,245,508,1002,1744,1410,76,8,4513
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,616,58,29,84,650,8,542,76
11273:616,58,84,29,1102,650,76,138,301,101
11278:17,302,654,58,616,29,76,84,518,542
11279:2405,13926,19000,35846,118856,113529,52989,58982,30455,14475
11280:17,302,654,76,616,58,8,866,84,29
11287:302,654,616,58,8,518,1102,29,76,354
11332:31188,168,55777,65242,3484,85124,2139,33019,82043,986
11360:17,302,654,76,616,58,8,866,84,29
11363:17,302,654,616,76,866,84,70,354,58
11378:17,70,302,76,616,654,58,564,81,84
11388:43418,4267,34115,51943,23839,654,901,190,25652,616
11394:17,518,8,616,65,1405,302,327,564,654
11404:17,616,302,654,58,76,518,8,84,542
11414:17,302,654,6,138,616,301,58,29,61
11418:76,17,984,564,508,226,1460,1400,378,8860
11419:302,654,84,616,58,8,29,650,76,518
11426:236,17,776,3448,508,4724,650,65,654,238
11427:4575,76,25910,12332,3054,3126,226,367,3477,70
11428:17,302,654,58,84,616,354,8,1102,29
11431:17,302,654,76,616,58,8,866,84,29
11437:17,76,508,226,616,564,70,302,245,262
11439:245,17,8,65,542,5117,616,32,508,119
11444:17,654,58,616,84,8,76,1102,518,29
11458:17800,24893,9716,658,616,861,483,518,3223,8
11462:17,508,302,76,616,542,65,15,564,518
11463:58,29,76,542,15,354,101,289,301,861
11484:17,616,302,654,58,542,518,15,61,650
11507:17,616,302,654,58,8,650,542,518,84
11510:17,654,616,58,84,29,518,650,76,542
11511:2520,76547,986,33229,116222,21085,108903,245,3527,18210
11525:17,302,654,58,616,84,8,354,518,1102
11529:302,17,654,29,58,616,285,354,138,1476
11535:302,654,616,58,84,29,8,354,70,650
11537:3378,77977,17,40356,45191,3704,6607,83810,75721,38292
11538:17,616,58,29,84,8,650,76,542,518
11540:5145,19065,4600,48654,13894,44680,63412,50973,27250,64212
11552:302,654,58,84,616,8,29,76,1102,650
11554:1352,17,10041,3107,1527,189,378,2880,4825,76
11558:17,508,3704,1382,947,1539,65,873,245,103
11569:616,29,8,650,518,542,76,15,564,289
11584:17,654,302,8,564,76,542,84,518,650
11586:17,302,616,58,654,76,8,84,564,518
11603:17,58,616,302,654,29,8,84,650,861
11606:654,58,84,650,518,29,542,1102,564,354
11614:4719,616,2447,9388,5598,398,37507,29,70,4699
11616:17,654,302,616,58,29,8,101,518,736
11651:17,302,616,58,654,650,285,224,29,8
11657:17,84,20954,1058,43414,518,8,36785,8975,58
11660:17,58,84,616,8,650,354,76,138,518
11670:17,8,58,302,76,84,518,508,354,138
11676:780,17,262,226,3137,654,5767,76,140,70
11685:17,654,616,302,58,650,564,32,518,76
11699:17,302,654,76,616,58,8,866,84,29
11700:302,654,616,58,84,8,29,76,1102,354
11716:302,654,84,58,616,8,29,1102,354,76
11719:17,302,654,616,58,84,76,8,518,138
11723:17,654,8,84,518,616,61,542,58,302
11738:17,8,654,1102,302,616,650,518,58,76
11749:81,226,654,3423,986,70,262,17,61,76
11775:17,654,616,70,302,58,518,508,226,564
11781:17,654,616,58,84,8,29,518,542,564
11788:17,76,564,901,302,654,616,354,698,2139
11795:17,76,616,1410,302,508,564,8,542,654
11799:17,302,654,76,616,58,8,866,84,29
11818:17,58,616,654,84,787,302,322,518,29
11825:17,70,76,616,302,58,81,138,8,84
11835:17,58,29,616,84,1102,138,650,8,76
11836:135,1326,168,5488,31171,54531,9417,12984,10267,2103
11838:17,245,363,616,262,301,564,70,15,650
11839:10345,394,10046,94970,118323,223,72022,84183,3521,12988
11843:441,710,1002,1744,508,245,1065,1410,3618,1205
11844:23356,51436,79048,33681,36220,58,42373,59355,224,2062
11847:441,4513,508,1410,1744,3506,3618,4421,8928,710
11851:17,302,654,76,616,58,8,866,84,29
11856:17,226,70,616,302,780,76,654,58,508
11863:17,302,654,76,616,58,8,866,84,29
11864:17,302,654,76,616,58,8,866,84,29
11865:17,302,58,616,84,29,8,650,518,70
11883:225,11825,13183,35382,8364,14797,17,302,654,76
11884:81,1884,226,262,238,4194,2139,2275,6491,385
11885:17,70,76,302,616,654,8,58,564,508
11892:17,76,58,302,508,616,542,654,698,564
11893:17,302,70,654,58,8,616,354,76,84
11896:17,302,654,616,58,361,8,650,84,518
11910:302,654,84,616,899,58,8,518,29,354
11913:17,302,654,58,616,354,736,564,84,15
11922:17,654,302,616,542,29,301,564,861,84
11928:17,302,616,654,58,224,8,650,84,76
11929:654,84,29,8,650,518,542,564,1102,736
11939:17,616,8,302,654,58,76,564,518,650
11956:654,616,84,29,8,76,650,518,542,1102
11962:81,76,40,17,238,262,302,564,650,2139
11968:17,302,873,616,245,8,508,654,70,1382
11972:17,302,58,564,650,8,84,873,70,327
11979:866,17,654,302,76,616,29,58,84,354
11983:17,654,58,616,84,8,650,76,518,564
11988:302,654,616,58,84,8,29,518,76,542
11990:110421,79005,122719,20452,3484,105021,107724,23393,18765,47717
11996:17,302,654,76,616,58,8,866,84,29
11999:245,441,1744,17,2715,1410,710,4268,564,1065
12008:17,616,654,58,302,542,15,518,289,61
12010:17,245,564,508,1744,654,616,302,15,8
12011:17,616,58,654,302,650,76,84,8,542
12027:17,302,654,616,58,564,650,8,84,29
12028:654,84,8,650,76,1102,518,542,138,6
12037:17,302,654,616,29,8,76,84,15,518
12047:17,616,2139,8,508,518,76,302,58,654
12050:17,616,654,518,650,76,138,15,564,542
12067:76,4146,2528,12093,6117,16658,4093,28389,26437,4110
12084:17,654,8,29,650,84,518,15,76,861
12094:168,984,463,76,1400,661,574,2642,5480,4877
12130:17,8,289,518,616,1196,32,61,302,508
12170:17,302,654,616,564,58,650,8,84,736
12199:790,8,17,21813,10408,650,873,891,27340,36085
12211:6901,1651,16658,10692,2528,8783,12093,76,8129,2354
12213:5739,40,33950,60295,1558,1973,826,9864,13835,3081
12232:17,654,302,29,8,542,84,650,15,76
12234:17,302,654,616,58,8,76,518,84,542
12235:17,302,58,616,29,84,1102,542,15,8
12237:10291,17,2337,30139,20288,40898,30152,4008,182,5567
12239:76,262,500,564,616,226,654,17,15,245
12263:17,8,616,302,654,84,58,542,15,61
12268:58,302,17,616,76,654,650,61,15,554
12271:17,70,58,508,76,81,15,780,616,8
12272:17,616,654,542,302,8,58,518,650,76
12296:17,899,1187,1119,518,245,48,84,654,354
12310:17,302,654,616,8,58,518,76,650,29
12327:17,654,302,616,58,564,650,8,70,15
12328:17,899,302,84,654,616,354,1119,8,76
12356:17,302,616,654,8,508,518,58,84,1023
12360:302,654,58,616,84,8,518,76,650,354
12364:654,302,58,76,84,518,564,15,29,6
12373:10048,698,8102,14890,21640,23051,15278,19795,10305,11358
12375:47601,1790,8,39233,84119,65861,75280,518,2193,787
12376:2549,1592,1787,4453,17,76972,1930,22218,40,38577
12379:65,327,508,17,119,1287,1405,511,5567,32
12406:17,616,654,226,302,354,76,29,58,508
12416:654,302,84,58,518,616,1102,29,289,650
12428:17,302,654,76,616,58,8,866,84,29
12433:17,654,518,8,616,84,302,58,564,650
12443:17,616,8,302,518,654,58,542,32,245
12453:302,654,1102,8,616,58,354,29,518,76
12464:17,616,302,654,8,58,542,76,225,518
12467:245,131,17,518,61,94,301,15,8,322
12474:17,84,8,654,518,302,616,1102,354,58
12480:17,302,654,58,616,542,518,8,29,84
12496:2924,16433,2744,15937,22510,65938,36443,17,23398,30223
12498:17,302,654,76,616,58,8,866,84,29
12505:3137,76,2139,168,17,1682,224,226,40609,2677
12512:654,616,58,84,650,1102,8,518,542,354
12531:17,616,302,654,58,564,542,8,650,76
12532:93074,5282,17,302,654,76,616,58,8,866
12533:58,616,29,8,518,354,76,650,542,301
12534:33008,63314,3683,29546,20096,104055,18370,63571,4138,115121
12536:17,302,58,616,84,518,29,76,650,1102
12540:17,654,58,616,29,84,542,8,354,1102
12541:17,302,654,226,616,76,84,138,58,29
12544:17,302,616,654,58,518,84,15,650,76
12549:17,302,654,354,29,76,84,58,616,70
12552:17,542,518,616,8,654,15,58,564,84
12555:698,81,2139,70,8899,6303,37827,262,508,986
12556:17,1102,302,8,654,518,616,58,354,29
12559:302,654,84,58,616,8,29,354,518,76
12562:12637,9354,88524,48208,68717,122371,63124,10246,25114,67574
12564:58,616,84,8,76,354,518,542,6,1102
12568:17,302,654,76,616,58,8,866,84,29
12573:17,616,58,654,302,15,650,542,29,8
12587:654,302,616,58,29,8,84,354,650,736
12595:17,76,564,508,616,245,8,81,302,542
12601:84,8,508,542,17,947,873,1119,654,891
12604:302,84,518,29,650,76,1102,15,354,564
12616:11644,17,9629,398,2447,24211,70,236,238,302
12622:17,654,616,302,84,8,29,518,650,542
12628:4305,122304,62866,8471,17,302,654,76,616,58
12630:17,616,302,58,654,15,8,61,542,518
12642:17,654,616,8,29,1102,518,76,650,15
12660:17,616,302,654,58,8,542,564,518,15
12662:59585,61,2139,103,60833,18098,31555,56318,16496,4287
12663:17,302,58,616,654,8,76,84,650,542
12669:654,29,84,302,17,58,616,1109,4414,650
12676:1460,710,3618,17,2337,70,1205,698,827,76
12700:17,76,1913,245,1002,508,1744,564,710,8
12701:17,84,616,654,302,58,564,1102,650,15
12723:710,1002,17,1744,245,8,76,3618,508,1410
12725:17,302,654,58,138,70,616,84,650,15
12739:12039,2832,24464,29912,56304,105698,93499,2492,129,17
12753:17,302,58,654,616,650,8,29,518,84
12754:5124,36233,8,42088,4268,89964,2342,72017,68158,32
12761:17,76,564,616,302,2139,654,58,70,542
12766:81,226,70,17,508,564,138,2967,1749,500
12767:17,302,654,76,616,58,8,866,84,29
12773:2194,931,500,17,2139,4292,873,616,1539,245
12779:48076,6202,44254,39851,22689,23317,17339,36284,9265,106730
12780:17,616,654,8,542,302,58,101,76,486
12794:17,616,76,564,518,302,8,542,650,1410
12795:17,654,58,29,616,84,650,8,1102,76
12796:17,76,302,616,654,361,58,564,866,70
12799:46545,290,17,302,654,76,616,58,8,866
12804:17,302,616,8,508,654,1023,518,245,70
12807:11590,12294,7524,14814,8772,533,6977,17908,5319,3741
12811:17,302,654,616,58,84,354,8,76,70
12836:17,616,654,58,302,542,15,8,861,518
12841:9127,5671,70277,58745,10348,1921,61267,29064,60650,37666
12852:17,302,654,58,616,29,76,650,8,15
12860:654,616,58,29,650,76,138,542,301,736
12885:302,654,616,58,650,8,84,29,542,518
12892:302,654,616,58,76,84,8,29,518,542
12898:17,302,58,654,616,15,29,542,84,76
12902:17316,5975,12294,11590,2633,533,13341,1337,7524,7622
12912:17,84,76,650,1102,15,564,354,101,289
12918:17,302,616,29,76,650,542,84,8,15
12928:17,84,302,654,518,616,2162,354,58,736
12931:17,616,654,302,84,518,8,1102,354,15
12934:616,17,568,654,15,542,302,322,84,591
12939:226,1382,431,1551,65,76,3184,1825,327,508
12956:45,1196,17,238,616,224,58,302,654,542
12967:17,654,302,616,58,61,542,245,15,8
12970:17,302,654,616,58,76,8,29,84,182
12985:654,3039,3001,787,5512,44036,302,11539,17,48
12986:17,302,654,616,564,58,650,8,84,736
12991:17,654,302,616,76,508,564,650,8,58
12998:616,58,302,17,29,654,322,3101,285,650
13004:17,542,76,616,654,302,518,564,58,70
13019:3484,2194,10905,3717,29960,35032,4292,24790,8008,826
13024:17,302,654,76,616,58,8,866,84,29
13025:285,117672,17,302,654,76,616,58,8,866
13039:533,10981,8772,6311,17316,76,7926,2139,311,226
13040:81,1749,140,7211,2967,1888,2379,6227,226,380
13050:17,302,654,76,616,58,8,866,84,29
13060:17,302,654,76,616,58,8,866,84,29
13062:8,2656,939,4300,9093,4613,50946,84,5010,518
13071:302,654,616,8,84,58,76,29,354,301
13080:86137,121481,52642,40888,1144,4632,101519,774,22205,6765
13081:654,84,8,650,76,1102,15,101,289,6
13087:245,8,81,787,4268,103,402,1126,353,518
13092:302,58,616,84,29,8,76,650,518,354
13094:17,302,736,616,654,8,84,58,76,1102
13106:1701,113296,23944,56561,59651,22023,14692,35355,69909,52930
13109:17,616,654,302,76,58,564,650,542,518
13110:17,76,616,564,302,654,8,518,58,542
13116:347,9043,238,7981,302,327,508,698,24467,8
13152:17,654,58,84,616,8,76,650,1102,301
13153:17,654,58,616,302,76,564,542,698,861
13177:17,302,616,654,84,8,29,58,650,542
13179:302,654,564,58,650,17,84,736,29,354
13192:17,302,654,76,616,58,8,866,84,29
13195:17,616,302,8,650,654,542,58,518,564
13226:83388,46537,83624,111734,55388,17,302,654,76,616
13233:17,302,616,58,654,8,650,542,76,518
13259:14889,17,302,654,76,616,58,8,866,84
13264:616,302,654,58,84,8,29,76,1102,101
13269:17,302,654,76,616,58,8,866,84,29
13280:17,654,302,616,58,8,84,29,76,518
13285:17,76,70,564,736,616,302,654,58,81
13289:17,302,654,2139,76,616,58,70,698,40
13295:302,654,84,8,76,518,542,29,650,15
13296:924,1539,17,43124,176,2547,301,302,500,542
13307:616,402,508,12128,17,2326,32,58,5495,2425
13312:654,58,616,84,8,354,76,1102,518,650
13319:17,302,654,76,616,58,8,866,84,29
13325:1592,12508,17,26722,669,17692,70,76,901,14754
13335:17,302,58,654,8,84,76,542,518,861
13339:9289,7021,10492,37869,3672,17567,6503,5545,104494,13889
13353:17,302,654,58,616,76,8,518,70,542
13367:168,76,984,17,508,1326,2318,698,661,2139
13375:17,302,654,76,616,58,8,866,84,29
13377:17,76,302,616,58,654,226,650,564,8
13380:15089,32752,17,302,654,76,616,58,8,866
13387:87381,2194,870,51224,52805,12508,66682,1007,621,87802
13392:9286,66642,6194,71573,25481,23964,25512,23996,94778,57160
13414:302,654,616,29,58,518,1102,354,84,301
13425:17985,101521,17,7548,5812,77031,30,3123,81095,40373
13432:17,787,654,302,616,58,8,15,84,518
13434:302,654,616,58,84,8,29,518,76,354
13435:17,302,654,58,616,361,542,546,866,76
13436:46994,23824,656,245,10602,61,902,18704,26415,301
13444:17,616,654,302,518,8,58,226,76,84
13445:17,302,654,58,8,84,650,518,29,542
13447:11404,5477,22182,17,302,654,76,616,58,8
13459:17,76,564,698,616,70,302,654,226,58
13464:76,17,168,616,302,719,8,654,58,508
13466:17,616,654,302,70,58,8,84,518,76
13467:17,8,616,302,654,84,76,542,508,518
13469:654,58,616,84,8,76,1102,650,354,301
13470:18920,6951,39399,33228,1337,35817,62558,17835,13247,68303
13504:302,84,58,616,8,29,76,354,301,1102
13506:302,17,654,58,616,84,650,285,8,76
13511:302,654,616,84,58,8,518,29,76,650
13525:37637,38219,13518,1167,18927,7926,44028,22799,10447,17400
13526:1326,168,1460,76,508,226,719,5738,1790,564
13530:17,262,226,654,780,302,58,15,70,508
13533:17,654,302,616,8,29,76,84,518,650
13534:13516,42665,32975,17,302,654,76,616,58,8
13535:157,17,4755,245,3196,10541,508,189,564,8
13564:2669,224,17,364,616,302,8,1535,650,654
13568:76,564,508,431,65,245,616,4697,931,1382
13584:17,616,654,302,58,15,8,61,518,564
13590:17,302,654,76,616,58,8,866,84,29
13596:17,654,302,58,616,84,8,354,76,518
13602:17,302,654,58,8,542,518,650,84,29
13607:17,138,70,302,654,354,84,58,29,616
13613:17,654,302,616,29,15,84,650,8,76
13618:17,302,654,76,616,58,8,866,84,29
13632:508,17,112863,302,429,616,873,2946,8,358
13633:17,58,654,616,302,101,289,1804,8,2469
13634:302,654,84,58,616,29,8,361,518,354
13643:15479,5738,19062,17,302,654,76,616,58,8
13657:17,65,1023,131,508,736,1539,119,1382,32
13665:17,616,302,58,654,76,8,542,84,29
13666:17,302,654,58,564,616,8,650,508,542
13696:17,70,81,76,616,302,654,58,138,564
13700:654,302,616,58,8,1102,29,354,518,76
13701:76,70,17,81,616,302,238,2139,650,8
13710:168,719,564,76,226,1326,1528,238,8,931
13723:2509,11587,6379,99985,6192,84744,7546,29165,13341,603
13752:46738,60279,70522,7278,409,6958,18931,2912,113115,983
13758:17,654,58,616,29,84,8,650,76,6
13761:1405,1410,70,301,542,354,965,388,82028,1934
13770:4825,1352,8883,23945,15068,3307,23580,3318,71640,92873
13781:51741,921,80287,17,302,654,76,616,58,8
13782:17,302,311,787,8,9594,81,1468,76,736
13784:73522,95695,96863,84804,58745,7008,111650,16352,107382,4303
13806:302,654,616,58,518,29,354,76,650,301
13812:17,654,58,302,8,650,542,518,29,84
13813:302,654,58,616,84,8,29,518,354,76
13831:4268,650,182,616,17,29,58,84,97,238
13835:361,866,17,654,546,302,2139,58,76,70
13841:17,302,654,616,58,564,8,84,29,70
13871:719,168,984,463,1400,4877,574,5480,135,5557
13874:17,302,654,76,616,58,8,866,84,29
13876:17,616,302,58,654,8,518,84,15,29
13883:302,58,616,84,29,8,76,354,518,650
13884:17,654,616,58,29,84,8,564,70,518
13892:76,2139,698,17,262,564,81,508,40,70
13893:10981,5975,2139,2543,8772,13341,19378,533,10180,4671
13900:302,654,616,8,58,518,29,354,76,650
13912:4,698,40,564,10048,2139,6303,2512,76,58654
13918:2934,9629,398,11644,60218,11588,20276,27811,52322,24340
13924:302,654,58,616,84,29,8,650,1102,76
13953:17,361,76,654,302,58,84,354,616,8
13956:15947,44741,17,302,654,76,616,58,8,866
13961:17,302,654,76,616,58,8,866,84,29
13964:17,302,361,654,29,58,616,76,84,354
13995:3282,27335,15078,54427,71248,47278,71422,60256,84220,10882
14003:17,302,654,76,616,58,8,866,84,29
14014:8,17,616,26540,873,518,289,422,24968,3223
14015:17,302,654,76,616,58,8,866,84,29
14024:17,508,76,245,616,564,15,1410,1002,81
14034:17,302,654,76,616,58,8,866,84,29
14040:17,616,1332,15,58,162,245,327,654,859
14056:17,616,364,542,58,245,518,61,564,302
14057:17,302,654,616,58,8,76,29,84,6
14058:17,302,58,616,29,84,650,76,542,8
14065:17,76,81,616,302,654,650,564,70,2139
14068:245,17,616,353,302,8,542,518,15,301
14069:654,616,84,8,650,76,1102,518,542,354
14084:17,302,654,58,616,84,899,8,3389,29
14087:787,92462,106372,41527,55235,1790,60865,102397,8794,18453
14088:4671,1077,14259,7468,3039,5512,311,84,302,815
14095:17,302,654,76,616,58,8,866,84,29
14112:17,302,58,29,8,650,76,84,15,861
14120:17,654,302,58,616,29,84,8,542,76
14128:1175,3,1162,1357,1743,4254,8,15,5998,5420
14139:17,302,654,58,8,542,518,84,564,76
14142:2121,1131,47385,43736,105390,86175,13163,103,891,90916
14147:17,302,654,76,616,58,8,866,84,29
14148:22155,67745,28956,985,409,11025,1573,1960,14892,10454
14151:6906,8226,347,358,1176,11887,17,65,76,363
14176:17,654,58,616,29,84,8,76,650,542
14210:17,302,58,616,84,8,650,542,76,15
14211:17,302,616,542,58,650,654,76,8,15
14219:81,226,70,76,17,508,302,616,654,138
14247:302,654,8,616,1102,518,138,76,650,301
14293:654,616,29,84,8,650,518,564,354,285
14299:84,17,302,654,8,616,58,518,29,354
14314:302,84,654,616,58,1102,76,650,29,564
14321:78283,49601,1545,82614,57731,1187,32,2162,48,105633
14330:17,616,654,8,564,84,787,101,15,289
14336:17,302,616,564,654,58,650,226,8,354
14347:17,302,654,76,616,58,8,866,84,29
14371:17,302,654,616,58,84,8,518,542,76
14386:58717,36187,52219,94915,182,17,302,654,76,616
14397:17,302,654,58,616,8,289,518,32,542
14407:17,654,70,138,302,616,84,76,8,58
14422:11083,65532,17,302,654,76,616,58,8,866
14436:17,654,302,58,616,70,354,76,226,84
14445:17,654,616,84,302,650,8,58,508,787
14446:17,302,654,650,616,58,29,84,76,8
14455:17,76,302,698,654,58,8,616,564,500
14470:17,616,58,654,518,354,76,1102,650,29
14473:17,302,654,76,84,361,616,8,226,301
14508:17,302,654,76,616,58,8,866,84,29
14509:302,654,616,58,84,8,29,650,354,518
14517:43930,1267,55482,301,508,12513,4798,392,398,2495
14522:17,302,616,76,654,564,58,650,81,542
14524:17,76,70,508,302,245,564,1410,2139,58
14536:168,719,8860,1326,984,5480,1400,2103,574,661
14554:5602,38033,55403,3101,787,4262,16421,104626,5437,34775
14568:2265,76,17,616,302,2139,654,564,58,508
14576:17,76,302,616,654,58,698,564,8,81
14582:302,84,29,8,76,650,1102,518,354,542
14590:302,17,654,58,616,483,29,861,542,84
14591:17,508,76,616,226,70,564,302,650,654
14601:110399,74319,37415,17,302,654,76,616,58,8
14613:17,58,654,29,518,84,8,650,15,564
14615:17,302,654,76,616,58,8,866,84,29
14619:1730,5097,3568,2139,76,17,890,4743,40,866
14629:16941,14170,15112,71220,79135,6,115613,24711,203,782
14639:76,17,361,302,866,6387,616,654,2848,2139
14640:17,302,654,76,616,58,8,866,84,29
14652:654,302,616,58,84,8,29,518,564,650
14676:654,58,616,84,29,8,76,650,518,1102
14681:1176,20836,16701,7627,14966,6906,59248,13896,44626,88492
14695:17,245,302,616,8,15,654,58,518,94
14697:76,17,654,616,564,302,8,58,81,84
14701:17,302,58,616,29,84,518,8,15,1102
14712:8066,2548,245,17,61,131,226,7210,29,84
14717:17,780,76,262,3137,654,302,3423,58,616
14719:302,58,616,84,29,8,650,354,1102,518
14721:9674,13077,24933,30815,19528,51232,18743,37112,31597,4409
14737:17,302,616,654,238,1196,58,62,449,485
14752:17,302,654,76,616,58,8,866,84,29
14755:17,302,58,616,29,84,8,76,542,15
14759:654,58,616,84,29,8,1102,76,650,354
14764:105771,101141,31856,11786,26841,2139,10054,60238,10446,219
14767:9354,33562,12548,13335,20288,116797,27291,105650,47375,1069
14771:17,780,226,262,302,76,3423,3137,616,70
14776:17,616,654,302,58,8,542,564,518,76
14784:76,168,358,5480,8860,1326,17,1682,238,2139
14788:17,302,84,29,518,650,76,1102,542,101
14791:168,76,984,463,17,564,5480,1400,616,302
14793:81,3137,403,3423,262,780,14174,15728,5767,26109
14794:654,302,616,58,8,84,518,29,542,354
14822:1544,966,967,388,29147,117736,23746,780,8115,59839
14824:1744,245,1410,710,3618,4513,827,17,508,1065
14862:17,302,8,518,84,654,58,508,542,564
14863:302,654,84,58,616,8,29,1102,354,518
14864:17,654,510,302,58,616,29,542,76,8
14865:302,654,616,58,84,8,76,29,518,650
14874:17,302,58,616,29,84,1102,354,8,76
14879:17,245,616,518,8,302,654,508,1382,327
14881:17,76,302,616,226,654,508,8,58,84
14883:616,58,1102,29,8,76,650,518,354,301
14906:81,3423,3718,986,262,780,5767,226,731,70
14923:17,302,654,76,616,58,8,866,84,29
14924:2715,17,2548,245,81,76,564,1987,5117,131
14933:840,157,10541,8069,14793,465,7160,27070,508,245
14934:719,1400,463,5480,574,76,8860,661,1326,5557
14960:1069,859,542,546,1730,564,2139,3005,317,3081
14964:58,616,84,8,650,76,1102,518,354,138
14967:17,302,70,654,616,564,226,58,650,327
14982:17,302,654,616,58,76,29,8,224,84
14992:81,140,780,226,3423,986,7211,70,508,2241
15002:52792,7148,31723,77433,58754,46072,27944,68900,35378,45225
15024:17,616,518,302,8,76,564,58,542,654
15025:1057,1086,716,1549,54,10054,62,1603,84,875
15027:17,500,616,76,6491,58,508,564,8,226
15043:17,302,654,76,616,58,8,866,84,29
15044:17,302,616,654,58,76,8,84,542,29
15051:17,302,654,76,616,58,8,866,84,29
15066:17,302,616,736,654,508,8,518,327,70
15068:168,719,1400,463,574,5480,135,8733,8860,760
15073:58,17,654,302,616,518,8,29,650,542
15076:17,518,873,327,8,65,616,1405,302,84
15079:58,654,616,302,17,15,542,6,2939,29
15101:83226,2406,5693,51244,6906,45123,60771,25066,17,302
15104:17,302,654,58,616,84,518,76,650,542
15106:17,654,302,84,616,58,8,29,518,6
15113:616,674,58,302,3867,17,654,6,15,3250
15130:17,302,654,76,616,58,8,866,84,29
15131:39390,54625,37836,81469,86295,10834,2150,2351,43660,35766
15135:17,302,518,654,616,84,58,15,650,76
15166:76,17,564,616,302,654,58,1913,542,2139
15176:17,302,654,76,616,58,8,866,84,29
15177:302,654,616,58,84,8,29,650,301,564
15178:654,58,84,302,616,1102,29,354,8,76
15187:2140,28212,4860,12776,28428,1606,25733,5084,2579,36162
15189:36284,9265,11585,54819,3484,3292,19699,19892,26460,3304
15201:17,508,1326,58,289,441,1002,1551,1987,76
15207:17,76,564,81,302,70,698,500,226,1023
15211:840,5627,157,10541,8069,17,508,14793,564,245
15214:840,616,17,76,302,3307,70,327,508,542
15216:3913,9354,4755,1352,605,10041,3140,3172,378,21963
15221:76,508,17,974,564,8,616,70,1644,36757
15224:17,616,302,654,15,542,58,70,518,650
15253:17,616,302,654,58,8,542,518,245,84
15278:17,302,616,654,8,518,58,15,84,32
15280:17,616,564,302,58,654,70,226,8,650
15288:302,84,654,58,616,8,29,354,518,76
15289:17,508,76,226,8,70,616,1023,518,302
15297:78967,12449,99974,24897,73136,35792,99978,30737,43966,8957
15302:17,302,84,616,354,518,654,101,899,1405
15303:69,3440,1917,12597,38690,93408,105988,14314,121818,3711
15306:17,302,654,76,616,58,8,866,84,29
15308:2548,327,65,17,8,157,245,564,654,518
15313:17,302,654,76,616,58,8,866,84,29
15333:17,302,58,654,8,84,518,564,542,76
15340:17,58,616,84,1102,650,8,354,76,6
15352:17,654,616,58,29,84,8,76,650,542
15357:4600,20651,4825,774,41304,7337,36482,82996,29540,64473
15366:17,616,84,8,76,1102,542,354,518,15
15375:17,616,654,302,58,542,8,15,518,76
15378:17,76,361,70,302,654,616,29,58,650
15380:25365,59295,73907,11015,69899,114114,18996,46606,7821,118607
15385:654,616,58,84,8,1102,650,518,76,354
15388:17,302,654,616,138,76,58,650,84,354
15394:17,302,616,654,58,518,8,29,84,650
15404:76,17,302,564,616,650,226,654,29,32
15420:17,302,654,616,58,650,564,84,138,8
15421:23387,50201,80767,97813,194,3,6,8,17,803
15433:17,226,245,1023,518,656,58,3162,70,238
15434:17,40,564,302,616,654,901,58,650,508
15441:29,302,193,79709,194,2901,6,5025,10043,100560
15442:17,780,226,262,70,76,654,5767,500,616
15448:226,5103,5355,4021,16763,76017,17,302,654,76
15451:17,616,654,302,518,8,15,58,101,32
15466:17,302,654,76,616,58,8,866,84,29
15469:3378,8161,1342,22713,186,3704,22929,45191,83810,75721
15470:14685,38620,13348,4671,19731,95581,14528,654,21127,2215
15476:17,76,616,654,542,2139,81,40,564,8
